src_owner,src_scope,src_macrophase,src_target,src_landingzone,src_securityzone,src_implementationzone,src_component,src_component_instance,src_container,src_hosting,src_endpoints,src_provider,src_securityarea,dst_owner,dst_scope,dst_macrophase,dst_target,dst_landingzone,dst_securityzone,dst_implementationzone,dst_component,dst_component_instance,dst_container,dst_hosting,dst_endpoints,dst_provider,dst_securityarea,svc_owner,svc_scope,svc_name,svc_protocol,svc_port,svc_justification,svc_securityarea,dep_owner,dep_scope,dep_name,dep_genericsource,dep_generictarget,dep_justification,dep_securityarea,security_status,rule,servicenow,
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, bmi callback, Tcp, 9831, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bmi callback), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, bmi callback, Tcp, 9831, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bmi callback), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, bmi callback, Tcp, 9831, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bmi callback), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, bootp/dhcp, Udp, 67  68, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, True, Generated from Matrix Internal app app, , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, tftp, Udp, 69, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, True, Generated from Matrix Internal app app, , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, bootp/dhcp, Udp, 67  68, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, tftp, Udp, 69, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, bootp/dhcp, Udp, 67  68, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, tftp, Udp, 69, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, bootp/dhcp, Udp, 67  68, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, tftp, Udp, 69, Needed for initial server setup/boot, BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (bootp/dhcp/tftp), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, http, Tcp, 80, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (http), True, False, , BackLog, True, Generated from Matrix Internal app app, , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, http, Tcp, 80, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (http), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, http, Tcp, 80, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (http), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, http, Tcp, 80, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (http), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, pxe, Udp, 4011, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (pxe), True, False, , BackLog, True, Generated from Matrix Internal app app, , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, pxe, Udp, 4011, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (pxe), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, pxe, Udp, 4011, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (pxe), True, False, , BackLog, False, , , 
OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAM03D, BladeLogic, pxe, Udp, 4011, , BackLog, OAM03D, BladeLogic, BladeLogic client to BladeLogic (pxe), True, False, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAM03D, BladeLogic, bldb, Tcp, 1521, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bldb), False, True, , BackLog, True, Generated from Matrix Internal app app, , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, bldb, Tcp, 1521, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bldb), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, bldb, Tcp, 1521, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bldb), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, bldb, Tcp, 1521, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bldb), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAM03D, BladeLogic, bmi callback, Tcp, 9831, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bmi callback), False, True, , BackLog, True, Generated from Matrix Internal app app, , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, bmi callback, Tcp, 9831, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bmi callback), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, bmi callback, Tcp, 9831, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bmi callback), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, bmi callback, Tcp, 9831, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (bmi callback), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAM03D, BladeLogic, rscd, Tcp, 4750, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (rscd), False, True, , BackLog, True, Generated from Matrix Internal app app, , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OAM03D, BladeLogic, rscd, Tcp, 4750, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (rscd), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OAM03D, BladeLogic, rscd, Tcp, 4750, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (rscd), False, True, , BackLog, False, , , 
OAM03D, BladeLogic, PRD, Legacy DC Erding, ENF - Erding, app, , BladeLogic, BladeLogic PRD, False, False, 82.150.234.84/32 82.150.234.85/32 82.150.234.91/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OAM03D, BladeLogic, rscd, Tcp, 4750, , BackLog, OAM03D, BladeLogic, BladeLogic to BladeLogic client (rscd), False, True, , BackLog, False, , , 
OAWSSRE, 1A4DEV, TST, tst-we, amacp-tst-we-cur-01-net-01, app, , CMS, CMS_AZ, True, False, 10.56.220.0/23 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, MariaDB ERD Service, Tcp, 30436, Needed to access to MariaDB, BackLog, OAWSSRE, 1A4DEV, CMS component to MariaDB ERD, False, False, CMS needs to access MariaDB ERD, BackLog, False, , , 
OAWSSRE, 1A4DEV, TST, tst-we, amacp-tst-we-cur-01-net-01, app, , CMS, CMS_AZ, True, False, 10.56.220.0/23 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, PRD, Internet, Internet, internet, , Internet URL, URLs for Apigee SaaS and docusign, False, False, amadeus-dev-test.apigee.net api.enterprise.apigee.com demo.docusign.net packages.drupal.org , External 1A, BackLog, OICSAUTG, InternetURL, url, Tcp, 1-20  22  24-109  112-136  138  140-142  144-160  162-388  390-444  446-512  515-2048  2050-65535, Generic url service for external http access. To be used only with http/https protocol (URLlist / URLcategory), BackLog, OAWSSRE, 1A4DEV, CMS to drupal internet, False, False, CMS to connect drupal, BackLog, False, , , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, app, , CyberArk, CyberArk PRD - CPM, False, False, 172.30.149.11/32 172.30.149.12/32 172.30.149.13/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk PRD - CPM to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, True, Generated from Matrix Internal app app, , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, app, , CyberArk, CyberArk PRD - CPM, False, False, 172.30.149.11/32 172.30.149.12/32 172.30.149.13/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk PRD - CPM to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, False, , , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, app, , CyberArk, CyberArk PRD - CPM, False, False, 172.30.149.11/32 172.30.149.12/32 172.30.149.13/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk PRD - CPM to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, False, , , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, app, , CyberArk, CyberArk PRD - CPM, False, False, 172.30.149.11/32 172.30.149.12/32 172.30.149.13/32 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk PRD - CPM to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, False, , , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, anz, , CyberArk, CyberArk PRD, False, False, 172.25.136.0/24 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, ENF - Erding, app, , MariaDB ERD, MariaDB ERD DES, False, False, 172.23.80.34/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk-PRD to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, False, , , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, anz, , CyberArk, CyberArk PRD, False, False, 172.25.136.0/24 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk-PRD to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, True, Generated from Matrix Internal anz dmz, , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, anz, , CyberArk, CyberArk PRD, False, False, 172.25.136.0/24 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk-PRD to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, True, Generated from Matrix Internal anz dmz, , 
OSECPIM1, CyberArk, PRD, Legacy DC Erding, ENF - Erding, anz, , CyberArk, CyberArk PRD, False, False, 172.25.136.0/24 , Amadeus, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, OSX02WIN OSTFOP, OSCVMM, CyberArk-PRD to All Linux, False, True, This is to use cyberkark for password rotation, BackLog, True, Generated from Matrix Internal anz dmz, , 
OAWSSRE, 1A4DEV, TST, tst-we, amacp-tst-we-cur-01-net-01, app, , DAU, DAU_AZ, True, False, 10.56.220.0/23 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, TST, tst-we, amacp-tst-we-cur-01-net-01, app, , EAS, EAS_AZ, True, False, 10.56.208.0/24 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, EAS_SVC, Tcp, 8080, , BackLog, OAWSSRE, 1A4DEV, DAU component to EAS component, False, False, DAU to connect EAS, BackLog, True, Generated from Matrix Internal app app, , 
DACOMRDR, Distribox, PRD, prd-ne, amacp-prd-ne-gob-net-01, tnz, , Distribox IaC jobs in Jenkins ACS, Distribox IaC jobs in Jenkins GOB, True, False, 10.57.16.0/23 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD DEV DMZ, False, False, 172.17.35.146/32 172.17.35.147/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, DACOMRDR, Distribox, Distribox IaC jobs in Jenkins ACS to OBE (ssh), True, True, , BackLog, False, , , 
DACOMRDR, Distribox, PRD, prd-ne, amacp-prd-ne-gob-net-01, tnz, , Distribox IaC jobs in Jenkins ACS, Distribox IaC jobs in Jenkins GOB, True, False, 10.57.16.0/23 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD PRD DMZ, False, False, 172.24.174.11/32 172.24.174.37/32 172.24.174.40/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, DACOMRDR, Distribox, Distribox IaC jobs in Jenkins ACS to OBE (ssh), True, True, , BackLog, False, , , 
DACOMRDR, Distribox, PRD, prd-ne, amacp-prd-ne-gob-net-01, tnz, , Distribox IaC jobs in Jenkins ACS, Distribox IaC jobs in Jenkins GOB, True, False, 10.57.16.0/23 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, PRD, Legacy DC Erding, DMZ - Erding, dmz, , OBE PAD, OBE PAD UAT DMZ, False, False, 172.17.35.167/32 172.17.35.210/32 , Amadeus, BackLog, OSX02WIN OSTFOP, OSCVMM, ssh, Tcp, 22, , BackLog, DACOMRDR, Distribox, Distribox IaC jobs in Jenkins ACS to OBE (ssh), True, True, , BackLog, False, , , 
OAWSSRE, 1A4DEV, TST, tst-we, amacp-tst-we-cur-01-net-01, app, , EAS, EAS_AZ, True, False, 10.56.220.0/23 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, TST, tst-we, amacp-tst-we-cur-01-net-01, app, , AKM, AKM_AZ, True, False, 10.56.208.0/24 , Microsoft - Azure, BackLog, OAWSSRE, 1A4DEV, AKM_SVC, Tcp, 8080, , BackLog, OAWSSRE, 1A4DEV, EAS component to AKM component, False, False, EAS to connect AKM, BackLog, True, Generated from Matrix Internal app app, , 
